,airline_sentiment,negativereason,airline,text_clean
2980,1,Customer Service Issue,United,delayed cmh ord ran gate 1 min b4 connection door closed no one around ignored 1st agent 2nd super rude thanksunited
2981,1,Can't Tell,United,upgrd guess kit kat looks tasty not going near sandwich
2982,1,Late Flight,United,worse headed laguardia delayed tray table size mouse pad overhead size pocket
2983,1,Bad Flight,United,1558 iah ewr broken entertainment system no wifi despite info app http co fy6f9rzb9k
2984,1,Customer Service Issue,United,customer service terrible
2985,0,,United,done
2986,1,Can't Tell,United,please send help asap kathrynsotelo flight 5957 chicago seat 9c airlines http co 9skrlyrz1o
2987,1,Customer Service Issue,United,define appreciate doubt worst major airline usa acts much feedback
2988,1,Can't Tell,United,yea refund airline ruined trip
2989,0,,United,sent thank
2990,1,Customer Service Issue,United,wonderful unfortunately not help 4 hr flight major u cities disappointed
2991,1,Late Flight,United,thanks delaying flight hour missing connecting flight terrible customer service neveragain vacation
2992,1,Cancelled Flight,United,got rebooked aa one question though automatically refund check baggage fees flight cancelled flightled
2993,1,Customer Service Issue,United,good 1k team nothing short amazing everything
2994,1,Bad Flight,United,new flight window kind ticked pick aisle seats hate window seats annoyed epicfail
2995,0,,United,good fly united businessfirst
2996,1,Late Flight,United,nope rebook houston could get amarillo 11pm stuck sfo four hours
2997,0,,United,thanks made
2998,0,,United,past
2999,0,,United,thanks dmed hn
3000,1,Customer Service Issue,United,money sucking airline terrible terrible customer service
3001,1,Customer Service Issue,United,aware airbus fleet sucks would rather fly c 130 full rubber dog shit
3002,0,,United,issuing exception policy denver weekend
3003,0,,United,need breakdown international surcharge flights cover please help
3004,1,Customer Service Issue,United,https co jpd7nsgrt7 fyi staff telling customers try carriers
3005,1,Can't Tell,United,could not possibly messed trip anymore thanks terrible airline disappointed
3006,1,Bad Flight,United,no wifi ua688 sf chicago 2015 ps tech intro video joke epicfail
3007,0,,United,flight 1051 2 23 thx
3008,0,,United,based suggestions passengers rental car standby 11 30 one way another leaving
3009,1,Lost Luggage,United,thanks reply box not mine not missing one added bag
3010,1,Bad Flight,United,no wifi flight ua688 sf ord really wow
3011,0,,United,gives belfast hug new unmissable bushug format impact busads thinkbus belfastairport http co avbdstjujs
3012,1,Can't Tell,United,worst http co 27aitzl6nd
3013,1,Cancelled Flight,United,haha clean plane held overnight hangar sounds lovely also not lie screensand say weather
3014,1,Late Flight,United,no charge delay united 1612 still waiting
3015,0,,United,adam karren zj76 save 200 checked snowboard trying check morning website wants 200 prem gold
3016,0,,United,traveling fra thru iad mco tomorrow concerned abt iad weather ca not change advisory issued advice
3017,1,Flight Attendant Complaints,United,made feel guilty economy plus not pay extra leg room
3018,1,Cancelled Flight,United,flight cancelled flightled new flight 5012 hopefully not
3019,1,Cancelled Flight,United,4781 cancelled flightled 5102newflight upset one cancelled flights could rented car would honest
3020,0,,United,enjoyed heathrow lounge much almost missed airnzusa flight
3021,0,,United,hi flight 1051 try book new one way flight departure shows 3 55pm seems accurate
3022,1,Late Flight,United,stuck ord united not find airplane lol upset terminal right
3023,0,,United,contact requesting charity donation thankyou
3024,1,Flight Attendant Complaints,United,wth honest customers better last change driving home plane left not
3025,1,Flight Booking Problems,United,2nd time row charged 100 plane ticket united not check cc everytime
3026,0,,United,need customer service manager contact please
3027,1,Late Flight,United,flight 5001 really going leave newark today not tell us rent car not want end stranded
3028,1,Can't Tell,United,thanks reply saw not particularly helpful hungry vegetarian not flying specific flights shrug
3029,1,Customer Service Issue,United,funny boarding pass said priority clearly not priority airline
3030,1,Customer Service Issue,United,sure offer nothing inconvenience put twice month tweets not cut
3031,1,Late Flight,United,cancelled flight flight like
3032,1,Can't Tell,United,screwing twice one month learned lesson
3033,1,Lost Luggage,United,point offering free checked bag lose
3034,0,,United,cheers
3035,0,,United,please send link email formally compliment irene slc best customer service ever paxex
3036,0,,United,thnx lo
3037,0,,United,yes houston int l bush
3038,0,,United,hi 2 23 flight cun ewr shows departure 2 55pm united app confirm not look correct thanks
3039,1,Cancelled Flight,United,flight vegas houston cancelled flighted morning due operation mean thank god woke early today
3040,0,,United,thanks
3041,1,Flight Attendant Complaints,United,education staff needed also turned away first class cabin passengers mileage plus
3042,1,Lost Luggage,United,item not mine mysteriously ended checked bag ewr yow flight missing black box http co sjqemdtqma
3043,1,Cancelled Flight,United,guess flight going cancelled flightled 16 empty seats confirmed not important frustrated
3044,1,Customer Service Issue,United,instead making seats smaller thinner u jam people flight u concentrate maint amp happy customers
3045,1,Customer Service Issue,United,need assistance pulling agents heads asses
3046,1,Late Flight,United,gates definitely not full parked wheels chocked customer service called unmet arrival
3047,1,Customer Service Issue,United,abigailedge another glitch
3048,0,,United,spite flight delay great customer service provided janet baggage employee karen 2 wonderful employees united
3049,1,Late Flight,United,really hard time believing 4 planes terminal delayed mechanical issues whatgives dullessucks
3050,0,,United,united start 3xdaily embraersa erj145 flights chicago fly2ohare evansville 4jun avgeek
3051,1,Late Flight,United,united flight 4465 almost half hour tarmac waiting papers cannot miss connection iah
3052,1,Flight Attendant Complaints,United,worst airline ever thanks slew rude agents staff making delayed flights even worse
3053,1,Can't Tell,United,no chance hell would rather walk worst airline ever
3054,1,Customer Service Issue,United,united worst major us airline proof boarding plane outside galley door open 0 degree weather wtf
3055,0,,United,checked boardingpass w no checkin bagage guess set
3056,0,,United,always makes cross country flights rad hemispheresmag baby flier charlotte 8thtime5monthsold http co kcqnwixucm
3057,1,Bad Flight,United,late flight damage done easily worst airline experience life missed two connecting flights amp days work ua49
3058,1,longlines,United,not know aware premier access lines closed terminal feel love
3059,0,,United,firstclass london way londonfashionweek lfw15
3060,1,Flight Booking Problems,United,disappointed learn charging 200 use 20k miles upgrades ps jfk flights looking alternatives
3061,0,,United,kidding send stuff thanks
3062,1,Cancelled Flight,United,faanews unacceptable practice leave cancelled flighted flight passengers sleep cement no pillows ua1724 http co ndtlj15zpu
3063,1,Flight Attendant Complaints,United,u get crew member waiting told 40 minutes ago landed still not gate
3064,1,Late Flight,United,flight 6212 massive fail delaying transport crew member causing many miss connections unreal
3065,1,Customer Service Issue,United,worst customer experience houston intl airport ground support even staralliance members nightmare
3066,0,,United,tremendous would recommend
3067,1,Late Flight,United,help delayed flight im going miss connection
3068,1,Late Flight,United,counting please not let delayed needtocatchmynextflight alreadyrebookedonce
3069,1,Lost Luggage,United,united impossible actually get passenger luggage final destination
3070,0,,United,huge kudos fo sunday flt 1623 sjo iad handed daughter first pair wings keeping traditions alive
3071,0,,United,awesome new plane flight 1701
3072,1,Late Flight,United,flightdelay early craft arrival pilot stuck traffic fail nocustomerservice nocompensation
3073,1,Can't Tell,United,oh united much despise thee
3074,0,,United,lets see today hoping time dept dullestostatecollege runningonthreehoursofsleep delayedovernight
3075,0,,United,flt 912 capt herman amazing came flight play ask captain anything wonderful ambassador airline
3076,1,Customer Service Issue,United,airline biggest joke operation world
3077,1,Lost Luggage,United,going baggage claim newark tiredandwanttogohome
3078,1,Flight Attendant Complaints,United,usually lounge staff fantastic except today mco almost denied entry lounge even though traveling united first
3079,1,Late Flight,United,2 5 hour delay misplaced bag poor communication worse unsympathetic confrontational gate agent not cool
